g3n3z: optimization of dependency weights using a genetic algorithm approach.
	g3n3z is a part of s4rdm3x tobias-dv-lnu.github.io/s4rdm3x/

Algorithm Parameters:
	system:	Apache
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 172
		Individual Median F1: 0.8256016385048643
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8178506375227688
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8178506375227688
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8274894094829787
		Individual Median F1: 0.8293650793650793
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
		Individual Median F1: 0.8164542812430138
	Average F1 score:	0.7742315697871338
	Best Individual F1 score:	0.8256016385048643
	F1:	0.8256016385048643
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.43615111193241807
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.30948050728728094
Evaluating generation: 173
		Individual Median F1: 0.8614191775444107
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.8601219752114893
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8578417765440667
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8614191775444107
		Individual Median F1: 0.857509881422925
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8614191775444107
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
		Individual Median F1: 0.8630424317447218
	Average F1 score:	0.8226629292007844
	Best Individual F1 score:	0.8630424317447218
	F1:	0.8630424317447218
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 174
		Individual Median F1: 0.8714751151556004
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8731243001119822
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8697408659262835
		Individual Median F1: 0.8697408659262835
		Individual Median F1: 0.8731243001119822
		Individual Median F1: 0.8697408659262835
		Individual Median F1: 0.8433717474813366
		Individual Median F1: 0.8697408659262835
		Individual Median F1: 0.8697408659262835
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8731243001119822
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8680335808847272
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
		Individual Median F1: 0.8740769835035349
	Average F1 score:	0.8609515501963365
	Best Individual F1 score:	0.8740769835035349
	F1:	0.8740769835035349
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.898284642395063
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 175
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8381740403017
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.850399559107192
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8488858804514497
		Individual Median F1: 0.8412698412698414
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8533991228070177
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8488858804514497
		Individual Median F1: 0.8518854441512753
		Individual Median F1: 0.8503637566137567
		Individual Median F1: 0.8518854441512753
	Average F1 score:	0.8486036012010176
	Best Individual F1 score:	0.8533991228070177
	F1:	0.8533991228070177
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8538189673615482
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 176
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.826645284801472
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8298301144934346
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
		Individual Median F1: 0.8282420034713613
	Average F1 score:	0.8306899592308489
	Best Individual F1 score:	0.8282420034713613
	F1:	0.8282420034713613
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8538189673615482
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 177
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8482004234297813
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
		Individual Median F1: 0.8525198938992042
	Average F1 score:	0.8421889453688182
	Best Individual F1 score:	0.8525198938992042
	F1:	0.8525198938992042
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 178
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8404053514376997
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.85015015015015
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8504072220586791
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8404053514376997
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
		Individual Median F1: 0.8440972222222223
	Average F1 score:	0.8493012941538554
	Best Individual F1 score:	0.8504072220586791
	F1:	0.8504072220586791
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.33915371318892273
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.11746741979291658
	FieldUse:	1.0
	Throws:	0.0
	File_Horizontal:	0.8538189673615482
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 179
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
		Individual Median F1: 0.8481344025449002
	Average F1 score:	0.8344772910271187
	Best Individual F1 score:	0.8481344025449002
	F1:	0.8481344025449002
	Extends:	0.6780294192087241
	Implements:	0.9081945709191529
	Field:	0.49230000898976833
	Argument:	0.21744283027765468
	Returns:	0.8959847914988152
	LocalVar:	0.41433354027839603
	MethodCall:	0.004750693200099465
	ConstructorCall:	0.0
	OwnFieldUse:	0.14547870463192977
	FieldUse:	0.800856286807702
	Throws:	0.0
	File_Horizontal:	0.8109858030383671
	File_LevelUp:	0.0
	File_LevelDown:	0.21176688295009616
	Unknown:	0.23460731710599084
Evaluating generation: 180
		Individual Median F1: 0.8473027312131182
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
		Individual Median F1: 0.846101517530089
